MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,Bikebought,CustomerKey
M,F,70000,5,5,Graduate Degree,Professional,1,2,0,21625
M,F,70000,5,5,Graduate Degree,Professional,1,2,0,21626
M,F,70000,5,5,Graduate Degree,Professional,1,2,0,21627
S,F,40000,0,0,Bachelors,Professional,0,1,0,21628
S,M,50000,3,3,Bachelors,Skilled Manual,0,1,1,21629
M,F,50000,3,3,Bachelors,Skilled Manual,1,2,0,21630
M,M,50000,3,3,Bachelors,Skilled Manual,1,3,0,21631
M,F,50000,3,3,Bachelors,Skilled Manual,1,3,0,21632
M,M,50000,3,3,Bachelors,Skilled Manual,1,3,0,21633
M,F,50000,3,3,Bachelors,Skilled Manual,1,3,0,21634
M,M,50000,3,3,Bachelors,Skilled Manual,1,3,0,21635
M,F,50000,3,3,Bachelors,Skilled Manual,1,3,0,21636
S,M,40000,0,0,Bachelors,Professional,0,1,1,21637
S,F,40000,0,0,Bachelors,Professional,0,1,1,21638
M,M,60000,4,4,Bachelors,Skilled Manual,1,3,0,21639
M,M,60000,5,5,Bachelors,Skilled Manual,0,3,0,21640
M,F,60000,4,2,Bachelors,Skilled Manual,1,2,1,21641
M,F,60000,4,2,Bachelors,Skilled Manual,1,2,1,21642
M,M,60000,4,2,Bachelors,Skilled Manual,1,2,1,21643
M,F,60000,4,2,Bachelors,Skilled Manual,1,2,1,21644
M,M,60000,4,2,Bachelors,Skilled Manual,1,2,1,21645
M,M,70000,4,2,Bachelors,Professional,1,2,1,21646
S,M,70000,4,2,Bachelors,Professional,1,2,1,21647
S,M,70000,4,2,Bachelors,Professional,1,2,1,21648
M,M,70000,4,2,Bachelors,Professional,1,2,1,21649
M,M,70000,4,2,Bachelors,Professional,1,2,1,21650
M,M,70000,4,2,Bachelors,Professional,1,2,1,21651
M,F,70000,4,2,Bachelors,Professional,1,2,1,21652
S,M,70000,4,2,Bachelors,Professional,1,2,1,21653
S,M,70000,4,2,Bachelors,Professional,1,2,1,21654
M,M,70000,4,2,Bachelors,Professional,1,2,1,21655
M,F,70000,4,2,Bachelors,Professional,1,3,0,21656
S,F,70000,0,0,Bachelors,Professional,0,1,0,21657
M,F,60000,3,2,Graduate Degree,Professional,1,0,1,21658
M,F,60000,3,2,Graduate Degree,Professional,1,0,1,21659
M,F,60000,3,2,Graduate Degree,Professional,1,0,1,21660
S,M,30000,0,0,High School,Manual,0,1,0,21661
S,M,10000,0,0,Partial High School,Manual,1,2,0,21662
S,M,20000,0,0,Partial High School,Manual,0,2,0,21663
S,M,20000,0,0,Partial High School,Manual,1,2,0,21664
S,M,30000,0,0,High School,Manual,0,1,1,21665
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,1,21666
M,F,40000,1,1,Bachelors,Skilled Manual,1,1,1,21667
M,F,40000,1,1,Bachelors,Skilled Manual,1,1,1,21668
M,F,40000,1,1,Bachelors,Skilled Manual,1,1,1,21669
S,M,20000,0,0,Partial High School,Manual,1,2,0,21670
S,M,30000,0,0,High School,Manual,0,1,1,21671
S,M,30000,0,0,High School,Manual,0,1,1,21672
S,M,30000,0,0,High School,Manual,0,1,1,21673
M,F,10000,0,0,Partial High School,Manual,0,2,0,21674
S,F,10000,0,0,Partial High School,Manual,0,2,0,21675
S,F,20000,0,0,Partial High School,Manual,1,2,0,21676
S,M,20000,0,0,Partial High School,Manual,0,2,0,21677
S,M,20000,0,0,Partial High School,Manual,0,2,0,21678
S,M,30000,0,0,High School,Manual,0,1,1,21679
S,M,30000,0,0,High School,Manual,0,1,0,21680
S,M,40000,2,2,Partial College,Clerical,1,1,1,21681
S,F,40000,2,2,Partial College,Clerical,1,2,0,21682
S,M,40000,2,2,Partial College,Clerical,1,2,1,21683
M,F,10000,4,0,Partial High School,Manual,1,2,0,21684
S,F,40000,3,3,Partial College,Clerical,1,1,1,21685
M,M,40000,3,3,Partial College,Clerical,0,2,0,21686
S,F,50000,0,0,Graduate Degree,Skilled Manual,0,0,0,21687
S,M,70000,5,0,Graduate Degree,Skilled Manual,1,0,0,21688
M,F,40000,1,0,Graduate Degree,Skilled Manual,1,1,0,21689
S,F,60000,0,0,Graduate Degree,Skilled Manual,0,0,0,21690
S,M,60000,0,0,Graduate Degree,Skilled Manual,0,0,0,21691
S,F,60000,0,0,Graduate Degree,Skilled Manual,0,0,0,21692
S,F,60000,0,0,Graduate Degree,Skilled Manual,0,0,0,21693
S,M,60000,0,0,Graduate Degree,Skilled Manual,0,0,0,21694
M,M,60000,0,0,Graduate Degree,Skilled Manual,1,0,1,21695
M,F,10000,2,1,High School,Manual,0,2,0,21696
M,M,10000,2,1,High School,Manual,1,2,0,21697
M,F,20000,2,0,High School,Manual,0,2,0,21698
M,M,40000,1,0,Partial College,Clerical,1,1,1,21699
M,M,40000,1,0,Partial College,Clerical,1,1,1,21700
M,F,30000,1,0,High School,Clerical,1,2,0,21701
M,F,30000,2,0,High School,Clerical,0,2,0,21702
M,F,30000,2,0,High School,Clerical,0,2,0,21703
M,M,40000,1,0,Partial College,Clerical,1,1,1,21704
M,M,30000,2,0,High School,Skilled Manual,0,2,0,21705
M,F,30000,2,0,High School,Skilled Manual,1,2,0,21706
M,F,30000,2,0,High School,Skilled Manual,1,2,0,21707
M,F,40000,2,0,Partial College,Clerical,1,1,0,21708
S,F,40000,2,0,Partial College,Clerical,1,1,1,21709
M,F,40000,2,0,Partial College,Clerical,1,1,1,21710
S,F,40000,2,0,Partial College,Clerical,1,1,1,21711
M,F,80000,5,0,Graduate Degree,Skilled Manual,1,0,0,21712
S,M,80000,5,0,Graduate Degree,Skilled Manual,0,0,0,21713
S,F,80000,5,0,Graduate Degree,Skilled Manual,0,0,0,21714
M,M,80000,5,0,Graduate Degree,Skilled Manual,1,0,0,21715
M,M,80000,4,0,Graduate Degree,Skilled Manual,0,0,0,21716
M,M,40000,2,0,Partial College,Clerical,1,1,0,21717
S,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,0,21718
S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,0,21719
S,M,60000,4,0,Graduate Degree,Skilled Manual,0,0,0,21720
S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,0,21721
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,0,21722
M,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,1,21723
S,F,50000,0,0,Graduate Degree,Skilled Manual,0,0,0,21724
S,F,50000,0,0,Graduate Degree,Skilled Manual,0,0,0,21725
S,F,40000,0,0,Graduate Degree,Skilled Manual,0,0,0,21726
M,F,40000,0,0,Graduate Degree,Skilled Manual,1,0,1,21727
S,F,40000,0,0,Graduate Degree,Skilled Manual,1,0,1,21728
S,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,0,21729
M,M,40000,1,0,Graduate Degree,Skilled Manual,1,0,0,21730
M,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,0,21731
S,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,0,21732
S,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0,21733
M,F,60000,1,0,Graduate Degree,Skilled Manual,1,0,0,21734
M,F,70000,1,0,Graduate Degree,Skilled Manual,1,0,0,21735
M,M,70000,1,0,Graduate Degree,Skilled Manual,0,0,0,21736
S,M,10000,1,0,Graduate Degree,Manual,1,0,0,21737
M,M,20000,1,0,Graduate Degree,Clerical,1,0,0,21738
S,M,20000,1,0,Graduate Degree,Clerical,1,0,0,21739
M,F,20000,1,0,Graduate Degree,Clerical,1,0,0,21740
M,F,70000,3,0,Partial College,Professional,1,2,1,21741
M,F,90000,4,4,Partial College,Professional,1,3,0,21742
M,F,110000,2,2,Bachelors,Management,1,4,0,21743
M,F,110000,3,2,Bachelors,Management,1,4,0,21744
S,F,80000,4,3,Bachelors,Management,1,0,0,21745
M,M,40000,3,2,High School,Skilled Manual,1,2,1,21746
M,M,70000,1,0,Bachelors,Professional,1,1,1,21747
S,M,70000,1,0,Bachelors,Professional,0,1,1,21748
S,F,50000,4,0,Bachelors,Management,0,2,1,21749
M,M,60000,3,0,Graduate Degree,Management,1,2,0,21750
M,M,60000,3,0,Graduate Degree,Management,1,2,0,21751
M,M,60000,3,0,Graduate Degree,Management,1,2,0,21752
M,F,70000,5,0,Bachelors,Management,1,2,0,21753
M,F,70000,5,0,Bachelors,Management,0,2,0,21754
M,M,70000,5,0,Bachelors,Management,1,2,0,21755
M,F,80000,5,0,Bachelors,Management,0,2,1,21756
M,M,80000,5,0,Bachelors,Management,1,2,0,21757
M,F,40000,4,0,High School,Professional,1,2,0,21758
M,F,40000,4,0,High School,Professional,1,2,0,21759
M,F,40000,4,0,High School,Professional,1,2,0,21760
S,F,70000,4,0,Bachelors,Management,1,2,0,21761
M,F,70000,4,0,Bachelors,Management,1,2,0,21762
M,F,40000,5,0,High School,Professional,0,2,0,21763
M,M,40000,5,0,High School,Professional,1,2,0,21764
M,M,40000,5,0,High School,Professional,0,3,0,21765
M,M,70000,4,0,Bachelors,Management,1,2,1,21766
M,F,70000,5,0,Bachelors,Management,1,3,0,21767
S,M,70000,5,0,Bachelors,Management,1,3,1,21768
S,F,70000,5,0,Bachelors,Management,0,3,1,21769
M,M,60000,4,0,Bachelors,Management,1,2,0,21770
M,F,60000,4,0,Bachelors,Management,1,2,0,21771
M,F,60000,4,0,Bachelors,Management,1,2,0,21772
M,F,60000,4,0,Bachelors,Management,1,2,0,21773
M,M,70000,2,1,Partial College,Professional,1,1,0,21774
S,M,70000,2,1,Partial College,Professional,1,1,0,21775
M,M,70000,2,1,Partial College,Professional,1,1,0,21776
M,F,70000,2,1,Partial College,Professional,1,1,0,21777
M,M,70000,2,1,Partial College,Professional,1,1,0,21778
S,M,70000,2,1,Partial College,Professional,1,1,0,21779
M,M,70000,2,1,Partial College,Professional,1,1,0,21780
M,M,60000,5,0,Bachelors,Management,1,3,1,21781
S,M,40000,2,1,High School,Professional,1,2,0,21782
S,F,40000,2,1,High School,Professional,1,2,0,21783
S,F,60000,2,1,Partial College,Professional,1,1,0,21784
S,F,60000,2,1,Partial College,Professional,0,2,1,21785
M,F,60000,2,1,Bachelors,Management,1,0,0,21786
M,F,60000,2,1,Bachelors,Management,1,0,0,21787
M,M,60000,2,1,Bachelors,Management,1,0,1,21788
M,F,60000,2,1,Bachelors,Management,1,0,0,21789
M,M,60000,2,1,Bachelors,Management,1,0,0,21790
M,M,70000,4,1,Bachelors,Management,1,2,1,21791
M,F,60000,2,1,Partial College,Professional,1,2,0,21792
M,F,60000,2,1,Partial College,Professional,1,2,1,21793
M,F,60000,2,1,Partial College,Professional,0,0,1,21794
S,M,70000,4,1,Partial College,Professional,1,2,1,21795
M,F,40000,2,1,Partial High School,Skilled Manual,1,2,0,21796
M,M,60000,2,1,Partial College,Professional,1,2,1,21797
M,F,60000,2,1,Partial College,Professional,1,2,1,21798
M,M,60000,2,1,Partial College,Professional,1,2,0,21799
M,F,60000,2,1,Partial College,Professional,1,1,0,21800
M,F,70000,4,2,Partial College,Professional,1,1,0,21801
M,M,80000,3,1,Bachelors,Management,1,1,0,21802
M,F,40000,2,1,Partial High School,Skilled Manual,1,3,0,21803
M,F,60000,2,1,High School,Professional,1,2,0,21804
M,M,60000,2,1,Partial College,Professional,1,1,0,21805
S,M,60000,2,1,Partial College,Professional,1,2,0,21806
M,F,60000,2,1,Partial College,Professional,0,2,1,21807
M,F,60000,2,1,Partial College,Professional,1,2,1,21808
M,F,60000,2,1,Partial College,Professional,1,2,0,21809
M,M,70000,4,2,Partial College,Professional,1,2,1,21810
M,F,70000,2,1,Partial High School,Skilled Manual,1,3,0,21811
M,M,60000,2,1,High School,Professional,0,2,1,21812
M,M,60000,2,1,High School,Professional,0,2,1,21813
M,M,60000,2,1,High School,Professional,1,2,0,21814
S,F,60000,2,1,High School,Professional,1,2,0,21815
S,M,130000,2,3,Bachelors,Management,0,4,0,21816
M,M,160000,1,3,Partial College,Professional,1,4,1,21817
M,M,110000,2,4,Partial College,Professional,1,3,0,21818
M,F,110000,2,4,Partial College,Professional,1,3,0,21819
M,F,110000,2,4,Partial College,Professional,1,3,0,21820
S,M,120000,2,4,High School,Professional,1,4,0,21821
S,M,170000,4,3,Bachelors,Management,0,3,1,21822
S,F,120000,3,4,High School,Professional,1,4,0,21823
M,M,150000,2,4,High School,Professional,1,3,0,21824
M,M,110000,3,4,Partial College,Professional,1,4,0,21825
M,F,120000,2,4,Partial High School,Professional,1,4,0,21826
M,F,130000,3,4,Partial College,Professional,1,3,1,21827
S,F,130000,3,4,Partial College,Professional,0,3,1,21828
M,F,170000,3,3,High School,Professional,0,4,0,21829
M,F,170000,3,4,High School,Professional,1,2,1,21830
M,F,80000,3,2,Partial College,Professional,1,1,0,21831
M,M,80000,5,0,Bachelors,Management,1,2,0,21832
S,M,90000,5,0,Partial College,Professional,0,2,1,21833
M,F,90000,5,0,Partial College,Professional,1,2,0,21834
M,F,120000,4,4,Bachelors,Management,1,4,1,21835
M,F,120000,4,4,Bachelors,Management,1,4,0,21836
M,F,80000,5,0,Partial College,Professional,0,2,0,21837
M,M,90000,5,0,Partial College,Professional,1,2,0,21838
M,M,110000,3,4,Bachelors,Management,1,4,0,21839
M,F,130000,4,4,Partial College,Professional,1,4,0,21840
M,F,160000,3,4,Bachelors,Management,1,4,0,21841
M,M,100000,3,4,Bachelors,Management,1,1,0,21842
S,F,110000,3,4,Bachelors,Management,1,4,0,21843
M,M,80000,4,2,Partial College,Professional,1,1,0,21844
M,M,100000,3,4,High School,Professional,0,3,0,21845
M,M,110000,3,4,Partial College,Professional,1,4,0,21846
S,M,130000,4,5,High School,Professional,0,1,0,21847
M,M,130000,4,5,Partial College,Professional,0,2,1,21848
M,M,80000,4,1,Partial College,Professional,1,2,0,21849
M,M,80000,4,1,High School,Professional,0,3,0,21850
M,M,90000,4,1,High School,Professional,1,2,0,21851
M,M,90000,4,1,High School,Professional,1,3,0,21852
M,F,100000,3,4,Partial College,Professional,0,4,0,21853
M,F,130000,4,5,High School,Professional,1,3,0,21854
M,F,170000,0,5,Partial College,Management,0,4,1,21855
M,M,120000,4,5,Partial College,Management,0,3,0,21856
S,M,150000,4,5,Bachelors,Management,0,3,1,21857
S,M,160000,4,5,High School,Management,0,4,1,21858
S,F,70000,5,1,Partial High School,Skilled Manual,1,3,0,21859
M,F,80000,5,1,High School,Management,1,4,0,21860
M,F,90000,4,1,High School,Management,1,3,0,21861
M,F,90000,4,1,High School,Management,1,3,0,21862
S,F,90000,4,1,Partial High School,Skilled Manual,1,4,0,21863
S,M,100000,3,4,High School,Management,1,4,0,21864
M,F,130000,5,5,High School,Management,1,4,0,21865
M,F,80000,5,0,Partial High School,Skilled Manual,0,2,0,21866
M,M,90000,5,0,Partial High School,Skilled Manual,1,2,0,21867
M,F,100000,3,4,High School,Management,1,4,0,21868
M,F,100000,3,4,Partial High School,Professional,1,4,0,21869
M,F,130000,5,5,Partial High School,Professional,1,4,0,21870
S,M,60000,0,0,Bachelors,Professional,1,3,0,21871
S,F,60000,0,0,Bachelors,Professional,0,4,0,21872
M,F,70000,0,0,Bachelors,Professional,1,2,1,21873
M,F,70000,0,0,Bachelors,Professional,0,2,1,21874
S,M,70000,0,0,Bachelors,Professional,0,2,1,21875
S,M,70000,0,0,Bachelors,Professional,0,2,1,21876
S,M,80000,0,0,Bachelors,Professional,1,2,1,21877
M,M,80000,0,0,Bachelors,Professional,1,2,1,21878
S,M,70000,0,0,Bachelors,Professional,0,3,0,21879
M,M,70000,0,0,Bachelors,Professional,1,3,0,21880
S,F,80000,0,0,Bachelors,Professional,0,3,0,21881
S,M,90000,0,0,Bachelors,Professional,1,2,1,21882
S,F,70000,0,0,Bachelors,Professional,0,4,0,21883
M,F,80000,0,0,Bachelors,Professional,1,3,0,21884
S,M,90000,0,0,Bachelors,Professional,1,3,1,21885
S,F,100000,0,5,High School,Management,1,2,1,21886
M,F,80000,0,0,Bachelors,Professional,0,3,0,21887
S,M,100000,0,5,High School,Management,1,2,1,21888
M,F,110000,0,5,Partial College,Management,1,3,1,21889
M,F,120000,0,5,Partial High School,Professional,1,4,0,21890
M,F,110000,0,5,High School,Management,1,3,1,21891
M,F,100000,0,5,High School,Management,1,3,1,21892
S,F,100000,0,5,High School,Management,1,4,1,21893
S,M,90000,0,0,Bachelors,Professional,0,4,1,21894
S,F,90000,0,0,Bachelors,Professional,0,4,1,21895
M,M,100000,0,5,High School,Management,1,4,0,21896
M,M,110000,0,5,Partial High School,Professional,0,4,1,21897
M,M,110000,0,5,Partial High School,Professional,1,4,0,21898
M,F,110000,0,5,Partial High School,Professional,1,4,1,21899
S,M,80000,4,3,Partial College,Professional,1,2,0,21900
M,F,90000,5,5,Partial College,Professional,1,3,0,21901
S,F,130000,2,2,Graduate Degree,Management,0,2,0,21902
S,M,70000,3,2,Partial College,Professional,1,0,1,21903
M,M,70000,4,3,Partial College,Professional,1,0,0,21904
M,M,50000,2,0,Graduate Degree,Management,1,2,0,21905
M,F,50000,2,0,Graduate Degree,Management,1,2,0,21906
M,F,60000,2,0,Graduate Degree,Management,1,2,0,21907
M,F,60000,2,0,Graduate Degree,Management,1,2,0,21908
M,F,160000,1,1,Bachelors,Management,1,4,1,21909
S,F,30000,0,0,Partial College,Clerical,0,1,1,21910
S,F,20000,0,0,Partial High School,Manual,0,2,0,21911
S,F,20000,0,0,Partial High School,Manual,1,2,1,21912
S,M,20000,0,0,Partial High School,Manual,0,2,0,21913
S,F,20000,0,0,Partial High School,Manual,0,2,0,21914
M,M,70000,1,0,Partial College,Skilled Manual,1,1,1,21915
M,M,40000,4,3,High School,Skilled Manual,1,2,0,21916
M,M,40000,4,3,High School,Skilled Manual,1,3,0,21917
S,F,40000,4,3,High School,Skilled Manual,1,3,0,21918
M,F,60000,1,0,Partial College,Skilled Manual,1,1,1,21919
M,F,60000,1,0,Partial College,Skilled Manual,1,1,1,21920
M,M,60000,1,0,Partial College,Skilled Manual,1,1,1,21921
M,F,60000,1,0,Partial College,Skilled Manual,1,1,1,21922
M,M,60000,1,0,Partial College,Skilled Manual,1,1,1,21923
M,M,40000,4,2,High School,Skilled Manual,1,2,1,21924
S,F,40000,0,0,Bachelors,Professional,0,1,0,21925
S,F,60000,0,0,Graduate Degree,Professional,0,1,1,21926
S,F,60000,0,0,Graduate Degree,Professional,0,1,1,21927
S,M,60000,0,0,Graduate Degree,Professional,1,1,1,21928
S,F,60000,0,0,Graduate Degree,Professional,0,1,1,21929
S,F,60000,0,0,Graduate Degree,Professional,1,1,1,21930
M,M,60000,1,0,Partial College,Skilled Manual,0,1,1,21931
M,M,60000,1,0,Partial College,Skilled Manual,1,1,1,21932
M,F,60000,4,3,Bachelors,Professional,1,0,0,21933
M,F,60000,4,3,Bachelors,Professional,1,0,0,21934
M,F,60000,4,3,Bachelors,Professional,0,0,0,21935
M,F,60000,4,3,Bachelors,Professional,0,0,0,21936
S,F,60000,4,3,Bachelors,Professional,1,0,1,21937
M,F,60000,4,3,Bachelors,Professional,1,1,0,21938
M,M,70000,2,0,Graduate Degree,Professional,1,1,1,21939
M,M,90000,5,0,Graduate Degree,Professional,1,0,1,21940
S,F,60000,3,2,Bachelors,Professional,0,1,1,21941
M,F,80000,5,0,Graduate Degree,Professional,1,0,1,21942
S,F,80000,4,4,Graduate Degree,Management,1,0,1,21943
M,F,90000,1,0,Graduate Degree,Management,1,0,1,21944
S,F,90000,1,0,Graduate Degree,Management,1,0,1,21945
M,F,90000,2,0,Bachelors,Professional,1,0,1,21946
M,F,90000,2,0,Bachelors,Professional,1,0,1,21947
M,F,100000,1,0,Graduate Degree,Management,1,0,1,21948
S,M,100000,1,0,Graduate Degree,Management,0,0,1,21949
S,M,100000,1,0,Graduate Degree,Management,1,0,1,21950
S,M,80000,4,4,Graduate Degree,Management,1,1,1,21951
S,F,70000,5,5,Bachelors,Professional,1,3,0,21952
M,M,70000,5,5,Bachelors,Professional,0,3,0,21953
S,F,70000,5,5,Bachelors,Professional,1,3,0,21954
S,F,110000,1,0,Graduate Degree,Management,1,1,1,21955
S,M,120000,1,0,Graduate Degree,Management,0,1,1,21956
M,F,120000,1,0,Graduate Degree,Management,1,1,1,21957
S,F,130000,1,0,Graduate Degree,Management,0,0,1,21958
M,M,130000,1,0,Graduate Degree,Management,1,1,1,21959
M,F,70000,5,5,Bachelors,Professional,0,4,0,21960
M,F,70000,5,5,Bachelors,Professional,1,4,0,21961
S,F,80000,5,5,Graduate Degree,Management,1,2,0,21962
M,F,80000,5,5,Graduate Degree,Management,1,2,0,21963
M,M,80000,5,5,Graduate Degree,Management,1,3,0,21964
M,F,80000,5,5,Bachelors,Professional,1,3,0,21965
M,M,90000,2,0,Bachelors,Professional,1,0,1,21966
M,M,60000,2,2,Bachelors,Professional,1,1,0,21967
S,M,70000,0,0,Bachelors,Professional,0,1,1,21968
S,F,70000,0,0,Bachelors,Professional,0,1,1,21969
S,F,60000,3,3,Bachelors,Professional,1,2,0,21970
M,M,60000,4,4,Bachelors,Professional,1,2,0,21971
M,F,60000,4,4,Bachelors,Professional,0,2,0,21972
M,F,60000,4,4,Bachelors,Professional,0,3,0,21973
S,F,70000,0,0,Bachelors,Professional,1,1,1,21974
M,M,60000,5,5,Bachelors,Professional,1,3,0,21975
S,F,60000,3,2,Bachelors,Professional,0,2,1,21976
S,M,70000,0,0,Bachelors,Professional,0,1,0,21977
M,F,90000,4,4,Bachelors,Professional,1,0,0,21978
M,M,60000,1,0,Bachelors,Professional,1,1,1,21979
S,F,60000,1,0,Bachelors,Professional,1,1,1,21980
M,F,60000,1,0,Bachelors,Professional,1,1,0,21981
M,F,60000,1,0,Partial College,Skilled Manual,1,1,1,21982
M,M,60000,1,0,Partial College,Skilled Manual,1,1,1,21983
S,F,60000,1,0,Partial College,Skilled Manual,1,1,1,21984
M,M,60000,1,0,Partial College,Skilled Manual,1,1,1,21985
S,F,60000,1,0,Partial College,Skilled Manual,1,1,1,21986
S,M,70000,0,0,Bachelors,Professional,1,1,1,21987
M,F,80000,5,5,Bachelors,Professional,1,4,0,21988
M,M,80000,5,5,Bachelors,Professional,1,4,0,21989
S,M,80000,5,5,Bachelors,Professional,1,4,0,21990
M,F,80000,5,5,Bachelors,Professional,0,4,0,21991
S,M,80000,5,5,Bachelors,Professional,1,4,0,21992
M,M,70000,0,0,Bachelors,Professional,0,1,0,21993
S,F,90000,1,0,Bachelors,Professional,1,1,1,21994
S,F,70000,5,4,Partial College,Skilled Manual,1,2,0,21995
M,F,60000,1,0,Partial College,Skilled Manual,1,1,1,21996
M,M,80000,5,4,Bachelors,Professional,1,2,0,21997
M,M,90000,2,0,Bachelors,Professional,1,1,0,21998
M,F,90000,2,0,Bachelors,Management,0,1,1,21999
M,F,100000,4,0,Bachelors,Management,1,2,1,22000
S,M,70000,1,0,Partial College,Skilled Manual,1,1,0,22001
M,F,30000,2,0,Partial College,Clerical,0,2,0,22002
M,F,40000,2,0,Bachelors,Management,1,1,0,22003
M,F,60000,1,0,Partial College,Skilled Manual,1,1,1,22004
M,F,70000,5,4,Partial College,Skilled Manual,0,3,0,22005
M,M,70000,5,4,Partial College,Skilled Manual,1,3,0,22006
S,F,30000,0,0,High School,Skilled Manual,0,2,0,22007
S,F,40000,0,0,High School,Skilled Manual,0,1,1,22008
S,M,40000,0,0,High School,Skilled Manual,1,1,0,22009
S,M,40000,0,0,High School,Skilled Manual,1,2,0,22010
S,M,30000,0,0,High School,Skilled Manual,0,2,0,22011
S,F,30000,0,0,High School,Skilled Manual,0,2,0,22012
S,M,30000,0,0,High School,Skilled Manual,0,2,1,22013
S,M,30000,0,0,High School,Skilled Manual,1,2,0,22014
M,F,30000,0,0,High School,Skilled Manual,1,2,0,22015
S,M,30000,0,0,Partial High School,Clerical,0,2,1,22016
M,F,30000,2,0,Partial College,Clerical,0,2,0,22017
M,M,40000,2,0,Bachelors,Management,1,2,0,22018
M,F,40000,0,0,High School,Skilled Manual,0,2,0,22019
M,M,40000,2,0,Bachelors,Management,1,2,0,22020
S,M,30000,0,0,Partial High School,Clerical,0,2,0,22021
S,M,30000,0,0,Partial High School,Clerical,0,2,0,22022
S,M,30000,0,0,Partial High School,Clerical,0,2,0,22023
S,M,40000,0,0,High School,Skilled Manual,1,2,0,22024
S,F,40000,0,0,High School,Skilled Manual,0,2,0,22025
M,F,30000,0,0,Partial High School,Clerical,0,2,0,22026
S,M,30000,0,0,Partial High School,Clerical,0,2,0,22027
M,F,30000,2,0,Partial College,Clerical,0,2,0,22028
M,F,40000,2,0,Bachelors,Management,1,2,0,22029
M,F,40000,2,0,Bachelors,Management,1,2,1,22030
M,M,40000,2,0,Bachelors,Management,1,2,1,22031
M,M,40000,2,0,Bachelors,Management,1,2,1,22032
S,M,50000,2,0,Graduate Degree,Management,1,1,1,22033
M,M,40000,0,0,Partial College,Skilled Manual,1,1,0,22034
M,M,40000,0,0,Partial College,Skilled Manual,1,1,0,22035
S,F,40000,0,0,High School,Skilled Manual,0,2,1,22036
M,F,40000,0,0,High School,Skilled Manual,0,2,0,22037
S,F,50000,0,0,Partial College,Skilled Manual,1,1,0,22038
S,F,50000,0,0,Partial College,Skilled Manual,1,1,0,22039
M,M,50000,0,0,Partial College,Skilled Manual,0,1,0,22040
S,F,60000,0,0,Partial College,Skilled Manual,0,1,1,22041
M,F,70000,0,0,Partial College,Skilled Manual,1,2,1,22042
S,F,70000,0,0,Partial College,Skilled Manual,0,2,1,22043
S,M,80000,0,0,Bachelors,Management,0,1,1,22044
S,M,80000,0,0,Bachelors,Management,0,1,1,22045
S,F,80000,0,0,Bachelors,Management,0,1,1,22046
M,M,90000,4,4,Bachelors,Management,1,1,0,22047
M,F,100000,1,0,Bachelors,Management,1,2,1,22048
S,M,130000,0,0,Graduate Degree,Management,0,1,0,22049
S,M,90000,4,4,Bachelors,Management,1,1,1,22050
S,F,90000,4,4,Partial College,Skilled Manual,0,3,0,22051
M,M,110000,2,1,Graduate Degree,Management,1,3,0,22052
S,M,120000,1,1,Bachelors,Management,0,4,0,22053
S,M,120000,1,1,Bachelors,Management,1,4,1,22054
M,F,120000,1,1,Bachelors,Management,1,4,0,22055
M,M,40000,0,0,High School,Skilled Manual,0,2,0,22056
S,M,40000,0,0,High School,Skilled Manual,1,2,0,22057
S,M,40000,0,0,High School,Skilled Manual,0,2,1,22058
M,M,40000,0,0,High School,Skilled Manual,1,2,0,22059
M,M,40000,0,0,Partial College,Skilled Manual,1,1,0,22060
S,F,60000,0,0,Partial College,Skilled Manual,0,2,1,22061
S,M,60000,0,0,Partial College,Skilled Manual,0,2,1,22062
M,F,10000,2,1,Partial High School,Clerical,1,2,0,22063
M,M,20000,4,0,High School,Skilled Manual,1,2,0,22064
M,M,20000,4,0,High School,Skilled Manual,0,2,0,22065
M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,1,22066
M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,1,22067
S,M,100000,0,2,Partial College,Professional,1,2,0,22068
S,F,100000,0,2,Partial College,Professional,1,2,0,22069
M,M,110000,4,3,Bachelors,Management,1,0,0,22070
S,M,110000,4,3,Bachelors,Management,0,0,0,22071
S,M,160000,2,2,Bachelors,Management,0,2,1,22072
M,M,90000,5,4,Partial College,Professional,1,4,0,22073
S,M,100000,1,2,Partial College,Professional,1,4,1,22074
M,M,110000,1,3,Bachelors,Management,1,1,0,22075
M,M,110000,1,3,Bachelors,Management,1,2,0,22076
M,M,110000,1,3,Bachelors,Management,1,3,0,22077
M,M,120000,1,3,Partial College,Professional,1,4,1,22078
M,F,70000,5,4,Partial College,Professional,1,3,0,22079
M,F,70000,5,4,Partial College,Professional,1,3,0,22080
