CustomerKey,YearlyIncome,TotalSpend
20681,70000.00,9.99
20682,80000.00,1735.98
20683,80000.00,1735.98
20684,80000.00,1729.97
20685,40000.00,1155.48
20686,40000.00,1151.76
20687,40000.00,9.99
20688,50000.00,68.97
20689,50000.00,78.48
20690,50000.00,39.47
20691,60000.00,39.98
20692,60000.00,49.97
20693,60000.00,1155.48
20694,60000.00,146.97
20695,60000.00,14.98
20696,60000.00,73.96
20697,60000.00,77.92
20698,60000.00,23.97
20699,60000.00,1209.47
20700,60000.00,1243.44
20701,60000.00,1155.48
20702,70000.00,1750.98
20703,70000.00,1735.98
20704,70000.00,77.96
20705,70000.00,69.47
20706,70000.00,1759.97
20707,70000.00,1750.98
20708,70000.00,4406.3996
20709,70000.00,1729.97
20710,40000.00,3240.32
20711,40000.00,3240.32
20712,40000.00,3261.33
20713,10000.00,3421.93
20714,20000.00,187.98
20715,20000.00,196.27
20716,40000.00,3911.29
20717,40000.00,3240.32
20718,30000.00,3283.43
20719,30000.00,1947.46
20720,30000.00,1938.47
20721,10000.00,24.99
20722,40000.00,2378.80
20723,20000.00,143.96
20724,20000.00,24.99
20725,20000.00,63.97
20726,30000.00,1941.95
20727,40000.00,30.48
20728,40000.00,709.26
20729,40000.00,77.96
20730,40000.00,68.97
20731,50000.00,42.97
20732,40000.00,9.99
20733,40000.00,23.97
20734,50000.00,7.28
20735,50000.00,1120.49
20736,40000.00,3194.5782
20737,20000.00,128.97
20738,60000.00,23.97
20739,10000.00,78.98
20740,10000.00,140.94
20741,20000.00,119.98
20742,20000.00,128.97
20743,20000.00,78.98
20744,20000.00,548.98
20745,20000.00,113.95
20746,20000.00,119.95
20747,20000.00,69.99
20748,20000.00,123.98
20749,30000.00,624.97
20750,40000.00,1184.46
20751,30000.00,574.98
20752,30000.00,69.99
20753,30000.00,539.99
20754,30000.00,78.98
20755,40000.00,1164.47
20756,30000.00,34.56
20757,30000.00,69.99
20758,30000.00,128.97
20759,40000.00,77.96
20760,40000.00,7.28
20761,40000.00,22.93
20762,30000.00,123.98
20763,30000.00,123.98
20764,30000.00,56.76
20765,40000.00,1179.97
20766,40000.00,14.98
20767,40000.00,1120.49
20768,40000.00,1170.48
20769,40000.00,25.22
20770,80000.00,49.97
20771,80000.00,46.47
20772,80000.00,72.93
20773,80000.00,30.97
20774,80000.00,22.93
20775,40000.00,9.99
20776,40000.00,22.93
20777,60000.00,9.99
20778,60000.00,74.46
20779,60000.00,14.98
20780,60000.00,9.99
20781,60000.00,15.23
20782,60000.00,1197.41
20783,60000.00,39.98
20784,60000.00,9.99
20785,50000.00,1145.48
20786,50000.00,14.98
20787,40000.00,1134.47
20788,40000.00,9.99
20789,40000.00,39.47
20790,40000.00,14.98
20791,40000.00,9.99
20792,60000.00,39.98
20793,10000.00,1205.47
20794,10000.00,53.98
20795,10000.00,3.99
20796,10000.00,88.97
20797,10000.00,14.23
20798,10000.00,123.96
20799,20000.00,32.28
20800,10000.00,63.97
20801,10000.00,74.98
20802,10000.00,6.28
20803,10000.00,38.98
20804,10000.00,24.99
20805,10000.00,29.99
20806,10000.00,27.28
20807,10000.00,3249.31
20808,10000.00,1938.47
20809,10000.00,32.28
20810,10000.00,6.28
20811,40000.00,3270.32
20812,10000.00,4127.25
20813,10000.00,64.47
20814,10000.00,4186.23
20815,10000.00,4118.26
20816,20000.00,4228.72
20817,10000.00,4118.26
20818,10000.00,4230.73
20819,20000.00,4181.76
20820,20000.00,4143.74
20821,20000.00,4118.26
20822,20000.00,4134.53
20823,20000.00,4216.75
20824,30000.00,2512.96
20825,40000.00,3226.34
20826,20000.00,1173.96
20827,20000.00,11.94
20828,30000.00,1938.47
20829,30000.00,1962.46
20830,30000.00,1966.46
20831,30000.00,2012.95
20832,30000.00,2533.97
20833,20000.00,1903.48
20834,30000.00,2566.95
20835,20000.00,2002.44
20836,20000.00,1938.47
20837,20000.00,2547.95
20838,30000.00,2541.94
20839,30000.00,2511.26
20840,20000.00,3.99
20841,30000.00,1938.47
20842,30000.00,1952.45
20843,30000.00,1903.48
20844,30000.00,1155.48
20845,30000.00,1957.47
20846,30000.00,1174.48
20847,30000.00,1947.46
20848,30000.00,2558.46
20849,20000.00,69.97
20850,20000.00,2556.94
20851,20000.00,2518.97
20852,30000.00,2546.96
20853,30000.00,1147.77
20854,10000.00,1938.47
20855,30000.00,1155.48
20856,20000.00,2483.98
20857,20000.00,1120.49
20858,30000.00,1155.48
20859,30000.00,2508.97
20860,40000.00,2379.81
20861,40000.00,2368.06
20862,40000.00,3240.32
20863,40000.00,3261.33
20864,50000.00,3234.29
20865,20000.00,34.98
20866,130000.00,3157.97
20867,10000.00,38.98
20868,10000.00,37.27
20869,10000.00,2542.96
20870,10000.00,1938.47
20871,10000.00,78.96
20872,10000.00,2518.97
20873,20000.00,42.93
20874,20000.00,1962.46
20875,20000.00,2518.97
20876,30000.00,1938.47
20877,30000.00,1120.49
20878,30000.00,1155.48
20879,40000.00,3284.30
20880,10000.00,2518.97
20881,20000.00,78.96
20882,20000.00,1170.48
20883,30000.00,1149.47
20884,30000.00,1229.96
20885,30000.00,2518.97
20886,30000.00,2533.97
20887,10000.00,1164.47
20888,10000.00,1174.48
20889,20000.00,69.97
20890,20000.00,2527.96
20891,40000.00,589.98
20892,40000.00,3240.32
20893,30000.00,34.98
20894,20000.00,1155.48
20895,30000.00,1120.49
20896,30000.00,1957.47
20897,30000.00,88.97
20898,30000.00,51.97
20899,10000.00,6.28
20900,10000.00,78.96
20901,20000.00,1120.49
20902,30000.00,37.27
20903,30000.00,69.97
20904,30000.00,69.97
20905,10000.00,1155.48
20906,10000.00,32.28
20907,10000.00,32.28
20908,10000.00,78.96
20909,10000.00,69.97
20910,40000.00,613.95
20911,40000.00,611.96
20912,40000.00,2373.79
20913,30000.00,1947.46
20914,30000.00,1926.45
20915,30000.00,38.98
20916,30000.00,119.96
20917,40000.00,3234.29
20918,30000.00,67.49
20919,30000.00,6.28
20920,30000.00,6.28
20921,40000.00,3234.29
20922,40000.00,3226.34
20923,40000.00,2374.80
20924,20000.00,69.97
20925,20000.00,67.49
20926,20000.00,1120.49
20927,20000.00,101.94
20928,30000.00,40.23
20929,30000.00,37.27
20930,40000.00,2363.79
20931,40000.00,3273.17
20932,30000.00,47.97
20933,30000.00,2518.97
20934,30000.00,1145.48
20935,30000.00,162.99
20936,30000.00,1134.47
20937,30000.00,119.96
20938,30000.00,84.97
20939,20000.00,13.98
20940,20000.00,38.98
20941,10000.00,126.28
20942,20000.00,3.99
20943,20000.00,37.27
20944,20000.00,226.49
20945,30000.00,1953.47
20946,30000.00,58.98
20947,30000.00,37.27
20948,30000.00,3.99
20949,10000.00,154.98
20950,20000.00,32.28
20951,20000.00,37.27
20952,20000.00,37.27
20953,20000.00,162.99
20954,20000.00,38.98
20955,30000.00,1164.47
20956,30000.00,3.99
20957,30000.00,38.98
20958,30000.00,68.49
20959,20000.00,38.98
20960,20000.00,6.28
20961,10000.00,3.99
20962,20000.00,6.28
20963,20000.00,42.93
20964,10000.00,38.98
20965,30000.00,29.99
20966,30000.00,1120.49
20967,10000.00,4.99
20968,10000.00,34.98
20969,10000.00,38.98
20970,10000.00,1962.46
20971,10000.00,38.98
20972,20000.00,69.97
20973,30000.00,193.98
20974,10000.00,126.28
20975,20000.00,2515.25
20976,10000.00,60.47
20977,20000.00,574.98
20978,20000.00,4.99
20979,20000.00,1947.46
20980,30000.00,1981.96
20981,10000.00,68.49
20982,40000.00,2546.96
20983,10000.00,4178.73
20984,10000.00,4153.25
20985,20000.00,4118.26
20986,10000.00,7.28
20987,10000.00,4132.24
20988,10000.00,4118.26
20989,10000.00,4148.74
20990,10000.00,4196.22
20991,10000.00,4118.26
20992,20000.00,4139.75
20993,20000.00,4262.04
20994,20000.00,4191.72
20995,20000.00,4127.25
20996,20000.00,4149.99
20997,20000.00,2744.5225
20998,20000.00,2806.5125
20999,20000.00,2735.5325
21000,20000.00,2721.5525
21001,20000.00,3018.33
21002,20000.00,2992.33
21003,20000.00,49.97
21004,30000.00,561.48
21005,10000.00,25.48
21006,20000.00,1938.47
21007,20000.00,58.98
21008,20000.00,1957.47
21009,20000.00,39.98
21010,20000.00,4.99
21011,20000.00,2527.96
21012,20000.00,2497.96
21013,20000.00,548.98
21014,20000.00,607.96
21015,30000.00,1957.47
21016,30000.00,1938.47
21017,30000.00,578.46
21018,30000.00,2515.25
21019,40000.00,629.96
21020,30000.00,2497.96
21021,30000.00,628.97
21022,30000.00,539.99
21023,10000.00,91.95
21024,10000.00,562.96
21025,10000.00,69.97
21026,20000.00,38.98
21027,20000.00,2537.97
21028,20000.00,37.27
21029,10000.00,1934.75
21030,30000.00,539.99
21031,30000.00,597.95
21032,20000.00,4.99
21033,30000.00,553.97
21034,30000.00,2533.97
21035,30000.00,1957.47
21036,30000.00,2547.95
21037,40000.00,2438.28
21038,40000.00,573.98
21039,50000.00,2483.98
21040,50000.00,2566.95
21041,20000.00,589.96
21042,20000.00,1155.48
21043,10000.00,39.98
21044,20000.00,2533.97
21045,10000.00,23.78
21046,10000.00,34.98
21047,20000.00,1155.48
21048,20000.00,578.46
21049,20000.00,32.28
21050,30000.00,583.97
21051,30000.00,1120.49
21052,30000.00,1120.49
21053,30000.00,2542.96
21054,40000.00,625.47
21055,40000.00,1566.78
21056,40000.00,2547.95
21057,80000.00,2394.97
21058,10000.00,69.46
21059,20000.00,616.95
21060,30000.00,2508.47
21061,30000.00,607.96
21062,30000.00,563.77
21063,10000.00,60.47
21064,20000.00,553.97
21065,40000.00,1549.11
21066,30000.00,131.44
21067,10000.00,2483.98
21068,10000.00,81.45
21069,10000.00,69.97
21070,20000.00,30.48
21071,20000.00,2533.97
21072,20000.00,539.99
21073,20000.00,29.48
21074,30000.00,43.97
21075,30000.00,59.98
21076,10000.00,4.99
21077,10000.00,23.78
21078,10000.00,23.78
21079,20000.00,37.27
21080,30000.00,110.46
21081,30000.00,21.49
21082,30000.00,98.96
21083,20000.00,38.98
21084,10000.00,27.77
21085,20000.00,39.98
21086,20000.00,48.97
21087,40000.00,819.48
21088,30000.00,30.48
21089,30000.00,561.48
21090,30000.00,548.98
21091,30000.00,13.98
21092,40000.00,2511.26
21093,40000.00,2515.25
21094,30000.00,60.47
21095,30000.00,31.73
21096,30000.00,13.98
21097,20000.00,29.48
21098,20000.00,69.46
21099,20000.00,21.49
21100,30000.00,1178.45
21101,30000.00,32.28
21102,40000.00,793.46
21103,40000.00,2506.95
21104,40000.00,2566.95
21105,40000.00,2533.97
21106,40000.00,2537.97
21107,40000.00,806.76
21108,40000.00,819.48
21109,30000.00,39.98
21110,30000.00,34.98
21111,30000.00,37.27
21112,30000.00,25.48
21113,30000.00,23.78
21114,30000.00,4.99
21115,30000.00,4.99
21116,20000.00,78.96
21117,10000.00,60.47
21118,20000.00,34.98
21119,20000.00,25.48
21120,30000.00,48.97
21121,20000.00,21.49
21122,10000.00,143.78
21123,20000.00,30.48
21124,20000.00,56.96
21125,30000.00,27.77
21126,30000.00,565.47
21127,30000.00,60.47
21128,30000.00,4.99
21129,30000.00,48.97
21130,40000.00,2483.98
21131,20000.00,39.98
21132,30000.00,21.49
21133,30000.00,21.49
21134,20000.00,69.97
21135,20000.00,103.95
21136,20000.00,106.93
21137,20000.00,37.27
21138,70000.00,4371.3782
21139,70000.00,1735.98
21140,40000.00,14.98
21141,40000.00,1155.48
21142,40000.00,77.92
21143,60000.00,1155.48
21144,60000.00,1188.46
21145,40000.00,69.97
21146,60000.00,1155.48
21147,60000.00,1179.97
21148,50000.00,3223.5782
21149,50000.00,1183.47
21150,60000.00,1170.48
21151,60000.00,1155.48
21152,60000.00,1134.47
21153,60000.00,1147.77
21154,50000.00,74.46
21155,60000.00,1155.48
21156,60000.00,1149.47
21157,60000.00,49.97
21158,60000.00,49.97
21159,70000.00,74.46
21160,80000.00,1775.47
21161,60000.00,1174.48
21162,60000.00,1155.48
21163,70000.00,72.93
21164,70000.00,68.97
21165,80000.00,4673.8825
21166,90000.00,4909.67
21167,90000.00,4657.5125
21168,80000.00,4624.9125
21169,90000.00,4647.8825
21170,70000.00,74.98
21171,70000.00,37.29
21172,70000.00,42.28
21173,70000.00,4659.9025
21174,70000.00,42.28
21175,80000.00,35.00
21176,80000.00,35.00
21177,80000.00,39.99
21178,80000.00,39.99
21179,80000.00,4935.67
21180,60000.00,3882.5525
21181,60000.00,32.28
21182,60000.00,32.28
21183,70000.00,4657.5125
21184,70000.00,74.98
21185,80000.00,39.99
21186,70000.00,35.00
21187,60000.00,32.28
21188,60000.00,123.96
21189,60000.00,4208.31
21190,70000.00,42.28
21191,60000.00,4169.33
21192,60000.00,4229.32
21193,60000.00,3905.5225
21194,60000.00,3911.5325
21195,60000.00,4144.34
21196,60000.00,34.98
21197,60000.00,3917.5425
21198,60000.00,69.97
21199,60000.00,4144.34
21200,60000.00,3932.5425
21201,80000.00,4921.69
21202,100000.00,4632.8625
21203,100000.00,4633.9025
21204,100000.00,74.98
21205,110000.00,4886.70
21206,60000.00,3882.5525
21207,60000.00,123.96
21208,30000.00,39.98
21209,70000.00,39.99
21210,80000.00,39.99
21211,70000.00,4900.68
21212,70000.00,74.98
21213,70000.00,64.26
21214,70000.00,4659.9025
21215,70000.00,4624.9125
21216,80000.00,4935.67
21217,90000.00,4659.9025
21218,70000.00,4661.5025
21219,70000.00,4696.4925
21220,70000.00,74.98
21221,60000.00,29.99
21222,60000.00,3936.5425
21223,70000.00,56.98
21224,90000.00,42.28
21225,90000.00,4732.8625
21226,80000.00,4659.8025
21227,30000.00,26.97
21228,40000.00,3936.5425
21229,40000.00,4198.33
21230,40000.00,4171.62
21231,40000.00,3936.5425
21232,10000.00,39.98
21233,30000.00,119.98
21234,30000.00,119.98
21235,40000.00,1134.47
21236,40000.00,77.92
21237,30000.00,69.99
21238,30000.00,39.55
21239,30000.00,7.28
21240,30000.00,119.98
21241,30000.00,78.98
21242,30000.00,78.98
21243,40000.00,14.98
21244,40000.00,49.97
21245,40000.00,22.93
21246,40000.00,1194.97
21247,40000.00,14.98
21248,40000.00,34.98
21249,40000.00,69.97
21250,40000.00,14.98
21251,30000.00,191.27
21252,30000.00,94.45
21253,40000.00,1155.48
21254,30000.00,89.97
21255,60000.00,32.28
21256,40000.00,3917.5425
21257,40000.00,4144.34
21258,40000.00,3936.5425
21259,60000.00,3907.5425
21260,40000.00,14.98
21261,40000.00,69.97
21262,40000.00,68.97
21263,40000.00,4.99
21264,60000.00,1120.49
21265,70000.00,1729.97
21266,80000.00,4525.0682
21267,80000.00,1735.98
21268,80000.00,1725.98
21269,90000.00,1735.98
21270,110000.00,78.48
21271,120000.00,1728.27
21272,90000.00,4435.3796
21273,100000.00,14.98
21274,60000.00,1197.97
21275,60000.00,1151.76
21276,40000.00,39.98
21277,40000.00,4.99
21278,40000.00,14.98
21279,10000.00,4.99
21280,40000.00,39.47
21281,60000.00,1129.48
21282,60000.00,1120.49
21283,20000.00,124.94
21284,50000.00,3223.5782
21285,90000.00,14.98
21286,100000.00,68.97
21287,110000.00,44.98
21288,130000.00,14.98
21289,90000.00,1763.97
21290,100000.00,23.97
21291,100000.00,1735.98
21292,100000.00,14.98
21293,120000.00,1763.97
21294,130000.00,9.99
21295,70000.00,56.97
21296,80000.00,99.96
21297,90000.00,1735.98
21298,90000.00,93.46
21299,90000.00,78.48
21300,130000.00,1120.49
21301,80000.00,14.98
21302,80000.00,69.97
21303,60000.00,68.97
21304,60000.00,23.97
21305,60000.00,3204.5782
21306,60000.00,4.99
21307,70000.00,23.97
21308,70000.00,81.46
21309,80000.00,1183.47
21310,90000.00,1120.49
21311,90000.00,4472.5782
21312,50000.00,94.97
21313,70000.00,1155.48
21314,60000.00,9.99
21315,70000.00,1189.46
21316,130000.00,68.97
21317,130000.00,108.95
21318,80000.00,36.96
21319,90000.00,23.97
21320,90000.00,99.96
21321,90000.00,49.97
21322,90000.00,14.98
21323,100000.00,1120.49
21324,110000.00,68.97
21325,120000.00,69.97
21326,160000.00,1179.97
21327,170000.00,1120.49
21328,70000.00,49.97
21329,60000.00,1179.47
21330,60000.00,1120.49
21331,60000.00,2670.8896
21332,60000.00,2616.8582
21333,70000.00,1174.48
21334,70000.00,1155.48
21335,70000.00,1183.47
21336,60000.00,2628.3496
21337,40000.00,49.97
21338,40000.00,23.97
21339,60000.00,39.98
21340,60000.00,22.93
21341,60000.00,14.98
21342,70000.00,1155.48
21343,70000.00,1170.48
21344,70000.00,1155.48
21345,80000.00,29.93
21346,60000.00,14.98
21347,60000.00,4.99
21348,70000.00,4392.0182
21349,70000.00,2989.3796
21350,70000.00,69.97
21351,70000.00,17.27
21352,50000.00,2625.3896
21353,50000.00,44.98
21354,60000.00,2646.3996
21355,60000.00,1184.46
21356,60000.00,1174.48
21357,60000.00,1205.47
21358,70000.00,9.99
21359,30000.00,3032.31
21360,20000.00,93.97
21361,30000.00,2997.32
21362,30000.00,93.97
21363,10000.00,4.99
21364,40000.00,7.28
21365,10000.00,7.28
21366,10000.00,39.98
21367,20000.00,7.28
21368,60000.00,14.98
21369,70000.00,1155.48
21370,20000.00,39.98
21371,20000.00,7.28
21372,20000.00,74.96
21373,20000.00,15.23
21374,20000.00,7.28
21375,20000.00,39.98
21376,20000.00,4.99
21377,20000.00,69.99
21378,20000.00,78.98
21379,30000.00,2992.33
21380,30000.00,2735.5325
21381,30000.00,69.99
21382,30000.00,69.99
21383,20000.00,69.99
21384,30000.00,2921.0225
21385,30000.00,608.96
21386,30000.00,539.99
21387,30000.00,2745.3325
21388,80000.00,1179.47
21389,30000.00,2770.5225
21390,40000.00,32.28
21391,40000.00,29.99
21392,40000.00,29.99
21393,70000.00,4925.17
21394,70000.00,4657.5125
21395,40000.00,98.97
21396,40000.00,1170.48
21397,40000.00,49.97
21398,60000.00,23.97
21399,60000.00,9.99
21400,60000.00,2688.8896
21401,60000.00,1174.48
21402,80000.00,4624.9125
21403,70000.00,4895.69
21404,70000.00,4684.3925
21405,110000.00,74.98
21406,110000.00,74.98
21407,110000.00,42.28
21408,110000.00,4624.9125
21409,110000.00,35.00
21410,70000.00,1155.48
21411,70000.00,1147.77
21412,50000.00,59.98
21413,60000.00,14.98
21414,60000.00,14.98
21415,60000.00,49.97
21416,60000.00,1155.48
21417,60000.00,1155.48
21418,120000.00,4659.9025
21419,120000.00,64.97
21420,70000.00,78.48
21421,60000.00,99.96
21422,80000.00,1184.46
21423,90000.00,2888.5582
21424,60000.00,1170.48
21425,60000.00,9.99
21426,60000.00,1149.47
21427,70000.00,1155.48
21428,70000.00,1155.48
21429,70000.00,1174.48
21430,90000.00,74.46
21431,80000.00,56.97
21432,100000.00,14.98
21433,110000.00,68.97
21434,130000.00,1183.47
21435,150000.00,1170.48
21436,70000.00,1193.95
21437,70000.00,1136.76
21438,70000.00,561.48
21439,70000.00,539.99
21440,70000.00,562.96
21441,50000.00,7.28
21442,50000.00,14.98
21443,70000.00,49.97
21444,70000.00,22.93
21445,60000.00,113.47
21446,60000.00,54.98
21447,70000.00,21.98
21448,80000.00,564.48
21449,80000.00,14.98
21450,40000.00,59.98
21451,40000.00,23.97
21452,40000.00,49.97
21453,70000.00,36.96
21454,70000.00,9.99
21455,40000.00,14.98
21456,40000.00,103.96
21457,40000.00,69.97
21458,40000.00,49.97
21459,70000.00,14.98
21460,70000.00,14.98
21461,70000.00,141.98
21462,70000.00,49.97
21463,70000.00,23.97
21464,70000.00,76.97
21465,70000.00,574.98
21466,70000.00,556.26
21467,60000.00,23.97
21468,60000.00,64.98
21469,70000.00,588.96
21470,70000.00,562.96
21471,70000.00,31.97
21472,70000.00,49.97
21473,40000.00,78.48
21474,60000.00,44.98
21475,60000.00,1147.77
21476,60000.00,1197.41
21477,60000.00,23.97
21478,60000.00,1155.48
21479,60000.00,1149.47
21480,40000.00,39.98
21481,60000.00,9.99
21482,60000.00,1129.48
21483,60000.00,1205.47
21484,60000.00,1120.49
21485,60000.00,1149.47
21486,60000.00,1155.48
21487,70000.00,548.98
21488,70000.00,638.95
21489,40000.00,7.28
21490,40000.00,7.28
21491,60000.00,1174.48
21492,60000.00,14.98
21493,80000.00,68.97
21494,60000.00,7.28
21495,60000.00,23.97
21496,60000.00,14.98
21497,60000.00,89.46
21498,60000.00,134.98
21499,70000.00,99.96
21500,70000.00,22.93
21501,70000.00,2661.3996
21502,60000.00,49.97
21503,60000.00,49.97
21504,60000.00,1155.48
21505,110000.00,2354.98
21506,130000.00,2369.96
21507,150000.00,24.99
21508,120000.00,3152.95
21509,130000.00,3117.96
21510,80000.00,128.95
21511,80000.00,32.27
21512,80000.00,24.99
21513,70000.00,119.96
21514,110000.00,69.97
21515,130000.00,49.48
21516,130000.00,3102.25
21517,170000.00,3172.97
21518,70000.00,144.45
21519,100000.00,69.97
21520,110000.00,32.27
21521,80000.00,42.93
21522,90000.00,123.96
21523,120000.00,38.98
21524,80000.00,114.96
21525,80000.00,32.27
21526,80000.00,29.99
21527,90000.00,2294.99
21528,130000.00,34.98
21529,100000.00,29.99
21530,100000.00,128.95
21531,100000.00,56.96
21532,120000.00,2399.95
21533,130000.00,40.22
21534,130000.00,1622.45
21535,80000.00,69.97
21536,90000.00,78.96
21537,90000.00,2319.99
21538,80000.00,2369.96
21539,100000.00,34.98
21540,150000.00,1602.47
21541,160000.00,149.98
21542,70000.00,2329.98
21543,80000.00,37.27
21544,150000.00,29.98
21545,170000.00,1631.46
21546,90000.00,4.99
21547,120000.00,72.96
21548,130000.00,36.93
21549,100000.00,98.96
21550,100000.00,58.98
21551,60000.00,29.99
21552,80000.00,4624.9125
21553,90000.00,4666.5025
21554,80000.00,74.98
21555,90000.00,4715.4925
21556,90000.00,4930.68
21557,110000.00,4886.70
21558,100000.00,4919.30
21559,100000.00,4900.68
21560,120000.00,4702.3925
21561,90000.00,4947.78
21562,100000.00,4632.8625
21563,80000.00,39.99
21564,80000.00,74.98
21565,110000.00,48.98
21566,110000.00,42.28
21567,100000.00,4973.28
21568,100000.00,4659.8025
21569,90000.00,4960.16
21570,100000.00,4705.4825
21571,110000.00,4624.9125
21572,130000.00,4659.9025
21573,130000.00,61.97
21574,100000.00,124.45
21575,80000.00,548.98
21576,80000.00,548.98
21577,50000.00,39.98
21578,60000.00,17.27
21579,60000.00,14.98
21580,80000.00,44.91
21581,80000.00,24.27
21582,50000.00,2638.0582
21583,50000.00,1214.46
21584,50000.00,1155.48
21585,50000.00,1179.97
21586,60000.00,1120.49
21587,60000.00,1155.48
21588,60000.00,1174.48
21589,50000.00,2589.0882
21590,40000.00,1169.46
21591,40000.00,69.97
21592,40000.00,23.97
21593,50000.00,1155.48
21594,50000.00,1169.97
21595,60000.00,2649.5582
21596,60000.00,1155.48
21597,70000.00,561.48
21598,60000.00,1120.49
21599,60000.00,1170.48
21600,70000.00,563.77
21601,70000.00,589.96
21602,70000.00,548.98
21603,70000.00,567.76
21604,40000.00,1179.97
21605,60000.00,1179.47
21606,60000.00,1155.48
21607,60000.00,1120.49
21608,70000.00,574.98
21609,70000.00,553.97
21610,70000.00,548.98
21611,80000.00,617.47
21612,40000.00,14.98
21613,50000.00,2610.5782
21614,50000.00,2589.0882
21615,50000.00,1155.48
21616,60000.00,68.97
21617,60000.00,14.98
21618,70000.00,2611.0682
21619,70000.00,556.26
21620,60000.00,2620.3996
21621,60000.00,2616.8582
21622,60000.00,2612.0582
21623,70000.00,9.99
21624,70000.00,49.97
21625,70000.00,68.97
21626,70000.00,134.98
21627,70000.00,17.27
21628,40000.00,77.96
21629,50000.00,2624.0782
21630,50000.00,14.98
21631,50000.00,7.28
21632,50000.00,14.98
21633,50000.00,64.98
21634,50000.00,49.97
21635,50000.00,73.96
21636,50000.00,14.98
21637,40000.00,1155.48
21638,40000.00,1170.48
21639,60000.00,9.99
21640,60000.00,123.96
21641,60000.00,1120.49
21642,60000.00,2620.3996
21643,60000.00,1170.48
21644,60000.00,1145.48
21645,60000.00,1183.47
21646,70000.00,563.77
21647,70000.00,608.96
21648,70000.00,548.98
21649,70000.00,553.97
21650,70000.00,553.97
21651,70000.00,608.96
21652,70000.00,2646.0582
21653,70000.00,588.96
21654,70000.00,603.96
21655,70000.00,2648.0682
21656,70000.00,56.97
21657,70000.00,14.98
21658,60000.00,2641.8896
21659,60000.00,4143.74
21660,60000.00,1134.47
21661,30000.00,58.98
21662,10000.00,21.49
21663,20000.00,39.98
21664,20000.00,60.47
21665,30000.00,553.97
21666,40000.00,828.47
21667,40000.00,819.48
21668,40000.00,2518.97
21669,40000.00,2483.98
21670,20000.00,147.77
21671,30000.00,628.97
21672,30000.00,1155.48
21673,30000.00,638.95
21674,10000.00,4.99
21675,10000.00,99.96
21676,20000.00,23.78
21677,20000.00,21.49
21678,20000.00,42.93
21679,30000.00,1700.99
21680,30000.00,48.97
21681,40000.00,799.42
21682,40000.00,7.28
21683,40000.00,1779.47
21684,10000.00,60.47
21685,40000.00,1205.47
21686,40000.00,9.99
21687,50000.00,23.97
21688,70000.00,14.98
21689,40000.00,14.98
21690,60000.00,93.97
21691,60000.00,39.98
21692,60000.00,14.98
21693,60000.00,44.98
21694,60000.00,49.97
21695,60000.00,1169.46
21696,10000.00,68.97
21697,10000.00,14.98
21698,20000.00,14.98
21699,40000.00,1158.96
21700,40000.00,1174.48
21701,30000.00,77.92
21702,30000.00,91.94
21703,30000.00,43.96
21704,40000.00,1151.76
21705,30000.00,49.97
21706,30000.00,99.96
21707,30000.00,14.98
21708,40000.00,49.97
21709,40000.00,1155.48
21710,40000.00,4187.23
21711,40000.00,1179.97
21712,80000.00,68.97
21713,80000.00,14.98
21714,80000.00,64.97
21715,80000.00,14.98
21716,80000.00,14.98
21717,40000.00,44.98
21718,60000.00,22.93
21719,60000.00,99.96
21720,60000.00,14.98
21721,60000.00,14.98
21722,60000.00,14.98
21723,50000.00,1205.47
21724,50000.00,14.98
21725,50000.00,4.99
21726,40000.00,41.95
21727,40000.00,4132.24
21728,40000.00,1205.47
21729,40000.00,49.97
21730,40000.00,17.27
21731,40000.00,14.98
21732,50000.00,83.47
21733,60000.00,14.98
21734,60000.00,14.98
21735,70000.00,94.46
21736,70000.00,94.97
21737,10000.00,60.47
21738,20000.00,69.97
21739,20000.00,37.27
21740,20000.00,131.44
21741,70000.00,4127.25
21742,90000.00,30.97
21743,110000.00,49.97
21744,110000.00,49.97
21745,80000.00,71.95
21746,40000.00,1174.48
21747,70000.00,539.99
21748,70000.00,600.46
21749,50000.00,1155.48
21750,60000.00,68.97
21751,60000.00,49.97
21752,60000.00,7.28
21753,70000.00,78.48
21754,70000.00,14.98
21755,70000.00,14.98
21756,80000.00,553.97
21757,80000.00,74.46
21758,40000.00,14.98
21759,40000.00,64.47
21760,40000.00,49.97
21761,70000.00,134.98
21762,70000.00,78.96
21763,40000.00,49.97
21764,40000.00,7.28
21765,40000.00,78.48
21766,70000.00,539.99
21767,70000.00,124.45
21768,70000.00,4118.26
21769,70000.00,603.49
21770,60000.00,23.97
21771,60000.00,22.93
21772,60000.00,23.97
21773,60000.00,14.98
21774,70000.00,49.97
21775,70000.00,69.97
21776,70000.00,23.97
21777,70000.00,180.98
21778,70000.00,14.98
21779,70000.00,14.98
21780,70000.00,77.92
21781,60000.00,1174.48
21782,40000.00,49.97
21783,40000.00,49.97
21784,60000.00,49.97
21785,60000.00,1155.48
21786,60000.00,119.96
21787,60000.00,17.27
21788,60000.00,1120.49
21789,60000.00,14.98
21790,60000.00,74.46
21791,70000.00,574.98
21792,60000.00,114.46
21793,60000.00,1155.48
21794,60000.00,1179.97
21795,70000.00,613.45
21796,40000.00,59.98
21797,60000.00,1155.48
21798,60000.00,1174.48
21799,60000.00,23.97
21800,60000.00,64.97
21801,70000.00,44.98
